id,provider,date,title,duration_minutes,services_affected,impact_symptoms,root_cause_l1,root_cause_l2,human_error,mitigation_actions,url,summary
azure-20170610-1,Azure,2017-06-10,Log Analytics - West Europe,140,Log Analytics; OMS portal,availability,external causes,insufficient resource,False,scaled out backend instances,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2017.04.11-06.11.pdf,"Between 22:50 UTC on 09 Jun 2017 and 01:20 UTC on 10 Jun 2017, customers using Log Analytics in West Europe may have experienced difficulties when trying to login to the OMS Portal (https://mms.microsoft.com) or when connecting to resources hosted in this region. The OMS Solutions within West Europe workspaces may have failed to properly load and display data. This includes OMS Solutions for Service Map, Insight & Analytics, Security & Compliance, Protection & Recovery, and Automation & Control "
azure-20170611-1,Azure,2017-06-11,RCA - Network Infrastructure Impacting Multiple Services - Australia East,207,DNS lookups; Storage connections; Virtual machines; Azure Load Balancer; Redis Cache; Azure Search; Azure Media services; App service; Backup; Azure Stream Analytics; Azure Site Recovery; Visual Studio Team Services; Azure Key Vault,availability,internal causes,software bugs,False,repair the software bug,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2017.04.11-06.11.pdf,"Between 1:48 and 5:15 UTC on June 11, 2017, a subset of customers may have encountered reachability failures for some of their resources in Australia East. Starting at 1:48 UTC, outbound network connectivity in the region was interrupted for a subset of customers, which caused DNS lookups and Storage connections to fail and as a result some customer Virtual Machines shut down and restarted. Engineers investigated and found that a deployment of a new instance of the Azure Load Balancer service wa"
google-BQ-6,Google,2017-06-14,Google BigQuery Incident #18029,10,Google BigQuery,availability; inconsistency,external causes,component removal,False,allocate resource automatically; redirect traffic automatically; free up resources,https://status.cloud.google.com/incident/bigquery/18029,"For 10 minutes on Wednesday 14 June 2017, Google BigQuery experienced increased error rates for both streaming inserts and most API methods due to their dependency on metadata read operations."
google-BQ-7,Google,2017-06-28,Google BigQuery Incident #18030,57,Google BigQuery,availability,external causes,excessive flow,False,redirect traffic; improve configuration; rate-limit strategy,https://status.cloud.google.com/incident/bigquery/18030,"On Wednesday 28 June 2017, streaming data into Google BigQuery experienced elevated error rates for a period of 57 minutes."
gcs-17002,Google,2017-07-06,Google Cloud Storage Incident #17002,194,Google Cloud Storage,availability,internal causes,software bugs,False,change configuration; isolate traffic,https://status.cloud.google.com/incident/storage/17002,"On Thursday, 6 July 2017, requests to Google Cloud Storage (GCS) JSON API experienced elevated error rates for a period of 3 hours and 15 minutes. The GCS XML API was not affected. Requests to www.googleapis.com that used OAuth2 credentials experienced elevated error rates for 29 minutes, which directly caused higher failure rates for other products, including Firebase and Google Cloud Functions. If your service or application’s was affected by this issue, we sincerely apologize. We understand t"
google-BQ-8,Google,2017-07-26,Google BigQuery Incident #18032,130,Google BigQuery; Google’s Service Manager,availability; inconsistency,internal causes,software bugs,False,reconfigure; rollback data migration,https://status.cloud.google.com/incident/bigquery/18032,"On 2017-07-26, BigQuery delivered error messages for 7% of queries and 15% of exports for a duration of two hours and one minute. It also experienced elevated failures for streaming inserts for one hour and 40 minutes."
google-CSQL-#17017,Google,2017-08-15,google-CSQL-#17017,215,Google Cloud SQL,performance; availability,internal causes; external causes,software bugs; insufficient resource,False,disable services; rollback configuration,https://status.cloud.google.com/incident/cloud-sql/17017,"On Tuesday 15 August 2017, Google Cloud SQL experienced issues in the europe-west1 zones for a duration of 3 hours and 35 minutes. During this time, new connections from Google App Engine (GAE) or Cloud SQL Proxy would timeout and return an error. In addition, Cloud SQL connections with ephemeral certs that had been open for more than one hour timed out and returned an error."
gcnet-17002,Google,2017-08-29,Google Cloud Networking Incident #17002,1822,Cloud Network Load Balancers,availability,internal causes,software bugs,False,rolled back change; fix mismatched network information,https://status.cloud.google.com/incident/cloud-networking/17002,"For portions of Tuesday 29 August and Wednesday 30 August 2017, some Google Compute Engine instances which were live migrated from one server to another stopped receiving network traffic from Google Cloud Network Load Balancers and Internal Load balancers.On average, less than 1% of GCE instances were affected by this behavior over the duration of the incident, and at its peak, 2% of instances were affected. For the 2% of instances which were ultimately affected, the mean duration of the impact "
azure-20170904-1,Azure,2017-09-04,RCA - ExpressRoute \ ExpressRoute Circuits - Washington DC,349,ExpressRoute Services,availability,internal causes,software bugs,False,Insert required routing policy statements to legacy configuration.,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2017.09.4-10.11.pdf,"Between approximately 09:07 and 14:56 UTC on 04 Sep 2017, a subset of customers using ExpressRoute Services with circuits terminating in the Washington DC region may have experienced difficulties connecting to Microsoft Azure resources, Dynamics 365 services or Office 365 services. Customers with backup Express Route Service circuits in other regions or with internet failover paths should not have been impacted. Customers using Azure Virtual Network services were not impacted during this time."
azure-20170915-1,Azure,2017-09-15,App Service - North Europe,45,App Service,availability,unknown,,False,self-healed,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2017.09.4-10.11.pdf,"Between 19:30 and 20:15 UTC on 15 Sep 2017, a subset of customers using App Service in North Europe may have received HTTP 500-level response codes, have experienced timeouts or high latency when accessing App Service deployments hosted in this region"
azure-20170921-1,Azure,2017-09-21,Unable to Access Azure Management Portal,210,Azure Management Portal,availability,unknown,,False,self-healed,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2017.09.4-10.11.pdf,"Between approximately 12:45 and 16:15 UTC on 21 Sep 2017, a subset of customers may have received intermittent HTTP 503 errors or seen a blue error screen when loading the Azure Management Portal page (https://portal.azure.com)."
azure-20170922-1,Azure,2017-09-22,App Service / Web Apps - North Europe,129,App Service / Web Apps,availability,unknown,,False,self-healed,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2017.09.4-10.11.pdf,"Between 10:00 and 12:09 UTC on 22 Sep 2017, a subset of customers using App Service \ Web Apps in North Europe may have received HTTP 500-level response codes, or experienced timeouts or high latency when accessing Web Apps deployments hosted in this region."
azure-20170924-1,Azure,2017-09-24,App Service - South Central US,19,App Service,availability,unknown,,False,self-healed.,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2017.09.4-10.11.pdf,"Between 23:18 and 23:37 UTC on 23 Sep 2017, a subset of customers using App Service in South Central US may have experienced intermittent latency, timeouts, or HTTP 500-level response codes while performing service management operations such as site create, delete, and move resources on their App Service applications."
azure-20170929-1,Azure,2017-09-29,RCA - Storage Related Incident - North Europe,468,Storage scale unit,availability,external causes,hardware failures,False,recovered the impacted resources,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2017.09.4-10.11.pdf,"Between 13:27 and 20:15 UTC on 29 Sep 2017, a subset of customers in North Europe may have experienced difficulties connecting to or managing resources hosted in this region due to availability loss of a storage scale unit. Services that depend on the impacted storage resources in this region that may have seen impact are Virtual Machines, Cloud Services, Azure Backup, App Services\Web Apps, Azure Cache, Azure Monitor, Azure Functions, Time Series Insights, Stream Analytics, HDInsight, Data Fact"
azure-20171004-1,Azure,2017-10-04,Azure Cloud Shell - Authentication Issues,360,Azure Cloud Shell,availability,internal causes,software bugs,False,redeployed the Cloud Shell images,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2017.09.4-10.11.pdf,"Between 02:30 and 08:30 UTC on 04 Oct 2017, a subset of customers using Cloud Shell may have experienced the following authentication error when running Azure CLI command: ""A Cloud Shell credential problem occurred. When you report the issue with the error below, please mention the hostname 'host-name'. Could not retrieve token from local cache."
azure-20171007-1,Azure,2017-10-07,Infrastructure issue impacting multiple Azure services - Australia East,27,multiple Azure services,performance,external causes,hardware failures,False,distributing load across additional circuits restoring network connectivity; correct device,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2017.09.4-10.11.pdf,"Between 22:19 and 22:46 UTC on 6 October 2017, a subset of customer resources and services were impacted by network availability loss in a portion of the Australia East region. Facility engineers were quickly aware, took steps to remediate the issue, and network availability was restored by 22:39 UTC. Azure infrastructure and customer resources largely recovered in the few minutes following."
azure-20171009-1,Azure,2017-10-09,Backup and Site Recovery - UK South,,Backup and Site Recovery Services,availability,unknown,,False,exploring mitigation options,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2017.09.4-10.11.pdf,"Starting at 06:10 UTC on 09 Oct 2017, engineers identified that a subset of customers using Backup and Site Recovery in UK South may have received failure notifications when performing service management operations via Powershell or the Azure Management Portal (https://portal.azure.com), for resources hosted in this region."
azure-20171010-1,Azure,2017-10-10,Visual Studio Team Services - Portal Access Issues,404,Shared Platform Services,availability,internal causes,software bugs,False,scaled out the number of web roles,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2017.09.4-10.11.pdf,"Between 08:16 and 15:00 UTC on 10 Oct 2017, customers using Visual Studio Team Services may have experienced difficulties connecting to resources hosted by VisualStudio.com."
gcs-17005,Google,2017-10-12,Google Cloud Storage Incident #17005,1285,Google Cloud Storage,availability,internal causes,software bugs,False,redirect traffic; fix bug,https://status.cloud.google.com/incident/storage/17005,"Starting Thursday 12 October 2017, Google Cloud Storage clients located in the Northeast of North America experienced up to a 10% error rate for a duration of 21 hours and 35 minutes when fetching objects stored in multi-regional buckets in the US. We apologize for the impact of this incident on your application or service. The reliability of our service is a top priority and we understand that we need to do better to ensure that incidents of this type do not recur."
google-GAE-#17007,Google,2017-11-06,Google App Engine Incident #17007,110,Google App Engine Memcache service,availability; performance,internal causes,software bugs,False,update config,https://status.cloud.google.com/incident/appengine/17007,"On Monday 6 November 2017, the App Engine Memcache service experienced unavailability for applications in all regions for 1 hour and 50 minutes."
gcnet-18003,Google,2018-01-18,Google Cloud Networking Incident #18003,94,Google Compute Engine,availability,internal causes,software bugs,False,manually failover,https://status.cloud.google.com/incident/cloud-networking/18003,"On Sunday 18 January 2018, Google Compute Engine networking experienced a network programming failure. The two impacts of this incident included the autoscaler not scaling instance groups, as well as migrated and newly-created VMs not communicating with VMs in other zones for a duration of up to 93 minutes. We apologize for the impact this event had on your applications and projects, and we will carefully investigate the causes and implement measures to prevent recurrences."
google-GAE-#18003,Google,2018-02-15,Google App Engine Incident #18003,62,Google Cloud Datasotre; Google App Engine serving infrastructure; App Engine Task Queues; App Engine Memcache; App Engine Search API; Stackdriver Logging,availability; performance,,,False,,https://status.cloud.google.com/incident/appengine/18003,"On Thursday 15 February 2018, specific Google Cloud Platform services experienced elevated errors and latency for a period of 62 minutes from 11:42 to 12:44 PST."
azure-20180220-1,Azure,2018-02-20,RCA - Multiple Services - UK South,194,Multiple Services,availability,external causes,others,True,no operation,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.02.20-05.17.pdf,"Summary of impact: Between 20:48 UTC on 20 February 2018 and 00:02 UTC on 21 February 2018, a subset of customers in UK South may have experienced difficulties connecting to resources hosted in the region. Impacted services during this time included Azure Search, Virtual Machines, Storage, Azure Site Recovery, and Backup. Some virtual machines may have experienced unexpected reboots."
azure-20180301-1,Azure,2018-03-01,RCA - Microsoft Azure Portal,440,Azure Portal,availability,external causes,insufficient resource,False,scaled out additional instance,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.02.20-05.17.pdf,"Summary of impact: Between approximately 08:00 and 15:20 UTC on 01 Mar 2018, a subset of customers in West Europe and North Europe may have experienced degraded performance when navigating the Azure Management Portal and attempting to manage their resources. Some portal blades may have been slow to load. Customers may also have experienced slow execution times when running PowerShell commands using Azure Resource Manager templates. Retries may have succeeded."
azure-20180302-1,Azure,2018-03-02,Log Analytics - Data Processing in East US,660,Log Analytics,availability,unknown,,False,made a configuration change; restarted backend instances,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.02.20-05.17.pdf,"Summary of impact: Between approximately 08:00 and 19:00 UTC on 02 Mar 2018, customers using Log Analytics in East US may have been unable to view recently uploaded analytics data. Data has processed slower than expected due to a data ingestion queue backlog."
azure-20180305-1,Azure,2018-03-05,Virtual Machines Creation Failure via Azure Portal,160,Azure Portal,availability,internal causes,software bugs,False,rolled back the recent deployment,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.02.20-05.17.pdf,"Summary of impact: Between 17:40 and 20:20 UTC on 05 Mar 2018, a subset of customers in all regions may have received failure notifications when performing Virtual Machine create job via Microsoft Azure Portal. Virtual Machines creation using PowerShell was not affected during this time."
azure-20180313-1,Azure,2018-03-13,Automation - West Europe,399,Automation,availability,external causes,insufficient resource,False,perform a temporary change to the service configuration; downscale a back-end micro-service,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.02.20-05.17.pdf,"Summary of impact: Between 07:00 and 13:39 UTC on 13 Mar 2018, a subset of customers using Automation in West Europe may have observed delays when running new or scheduled jobs in the region. Customers utilizing the update management solution may also have experienced impact."
azure-20180319-1,Azure,2018-03-19,RCA - SQL Database - West Europe,1410,SQL Database,availability,internal causes; internal causes; internal causes,software bugs; software bugs; software bugs,False,rollback deployment; rollout fix,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.02.20-05.17.pdf,"Summary of impact: Between 11:00 UTC on 19 Mar 2018 and 10:30 UTC on 20 Mar 2018, a subset of customers using SQL Database in West Europe may have experienced difficulties connecting to databases hosted in this region. Service management operations such as scaling Database performance tier were also impacted. During the impact period, some customers using API Management in the region may have also experienced service degradation."
azure-20180320-1,Azure,2018-03-20,RCA - App Service and App Service Linux - Multiple Regions,178,App Service and App Service Linux,availability; performance,internal causes,software bugs,False,fix bug,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.02.20-05.17.pdf,"Summary of impact: Between 10:32 UTC and 13:30 UTC on 21 March, customers may have experienced HTTP 5xx errors, latencies and timeouts when performing service management requests - such as create, update, delete - for their App Service (Web, Mobile and API Apps) and App Service(Linux) applications. Retries of these operations during the impact window may have succeeded. Autoscaling and loading site metrics may have also been impacted. App Service runtime operations were not impacted during this "
azure-20180406-1,Azure,2018-04-06,RCA - Azure Active Directory - Authentication Errors,187,Azure Active Directory,availability,internal causes,software bugs,False,mitigation steps applied,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.02.20-05.17.pdf,"Summary: Between 08:18 and 11:25 UTC on 06 Apr 2018, a subset of customers may have experienced difficulties when attempting to authenticate into resources with Azure Active Directory (AAD) dependencies, the primary impact being experienced for resources located in Asia, Oceania, and European regions. This stemmed from incorrect data mappings in two scale units which caused degraded authentication service for impacted customers, impacting approximately 2.5% of tenants. Downstream impact was repo"
azure-20180409-1,Azure,2018-04-09,Azure Active Directory B2C - Multiple Regions,127,Azure Active Directory B2C,availability,internal causes,software bugs,False,rolled back the recent configuration,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.02.20-05.17.pdf,"Summary of impact: Between 19:57 and 22:05 UTC on 09 Apr 2018, customers using Azure Active Directory B2C in multiple regions may have experienced client side authorization request failures when connecting to resources. Customers attempting to access services may have received a client side error - ""HTTP Error 503. The service is unavailable"" - when attempting to login."
azure-20180415-1,Azure,2018-04-15,RCA - Issues Performing Service Management Operations - Australia East/Southeast,380,Azure Resource Manager,availability,internal causes,software bugs,False,rollback configuration change,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.02.20-05.17.pdf,"Summary of impact: Between 21:00 UTC on 15 Apr 2018 and 03:20 UTC on 16 Apr 2018, customers in Australia Southeast may have been unable to view resources managed by Azure Resource Manager (ARM) via the Azure Portal or programmatically and may have been unable to perform service management operations. After further investigation, customers using ARM in Australia East were not impacted by this issue. Service availability for those resources was not affected."
azure-20180417-1,Azure,2018-04-17,Content Delivery Network Connectivity,140,CDN,availability,internal causes,software bugs,False,rerouting traffic to another IP,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.02.20-05.17.pdf,"Summary of impact: Between approximately 18:30 and 20:50 UTC on 17 Apr 2018, a subset of customers using Verizon CDN may have experienced difficulties connecting to resources within the European region. Additional Azure services, utilizing Azure CDN, may have seen downstream impact."
azure-20180419-1,Azure,2018-04-19,Service Bus - West Europe,164,Service Bus,availability,unknown,,False,reroute traffic from the affected scale unit,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.02.20-05.17.pdf,"Summary of impact: Between approximately 12:00 and 14:44 UTC on 19 Apr 2018, a subset of customers using Service Bus in West Europe may have experienced intermittent timeouts or errors when connecting to Service Bus queues and topics in this region."
azure-20180426-1,Azure,2018-04-26,Traffic Manager - Connectivity Issues,315,App Service,availability,internal causes,software bugs,False,mapping updates to the network route,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.02.20-05.17.pdf,"Between 02:45 to 3:28 UTC and 11:53 to 13:30 UTC on April 26, 2018, customers using App Service in Canada Central may have intermittently received HTTP 500-level response codes, experience timeouts or high latencies when accessing App Service deployments hosted in this region."
azure-20180426-2,Azure,2018-04-26,RCA - App Service - Canada Central,43,App Service,availability,external causes,excessive flow,False,throttle the incoming requests; apply throttle rules,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.02.20-05.17.pdf,"Between 02:45 to 3:28 UTC and 11:53 to 13:30 UTC on April 26, 2018, customers using App Service in Canada Central may have intermittently received HTTP 500-level response codes, experience timeouts or high latencies when accessing App Service deployments hosted in this region."
gcnet-18007,Google,2018-05-02,Google Cloud Networking Incident #18007,17,Google Cloud Networking,performance,internal causes,software bugs,False,change configuration; route traffic; isolate the root cause,https://status.cloud.google.com/incident/cloud-networking/18007,"On Wednesday 2 May, 2018 Google Cloud Networking experienced increased packet loss to the internet as well as other Google regions from the us-central1 region for a duration of 21 minutes. We understand that the network is a critical component that binds all services together. We have conducted an internal investigation and are taking steps to improve our service."
azure-20180503-1,Azure,2018-05-03,RCA - Multiple Services - West Central US,138,Multiple Services,availability,internal causes,software bugs,False,rolled back the configuration,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.02.20-05.17.pdf,"Summary of impact: Between 19:47 and 22:05 UTC on 03 May 2018, customers in West Central US may have experienced difficulties connecting to resources hosted in this region. The incident was caused by a configuration change deployed to update Management Access Control Lists (ACLs). The change was deployed to network switches in a subset of clusters in the West Central US Region. The configuration was rolled back to mitigate the incident."
azure-20180515-1,Azure,2018-05-15,Japan East - Service Management Operations Issues with Virtual Machines,165,Visual Studio App Center,availability,unknown,,False,performed a manual restart,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.02.20-05.17.pdf,"Summary of impact: Between 17:15 and 20:00 UTC on 15 May 2018, a subset of customers using Visual Studio App Center may have received error notifications when attempting to use the distribute feature in Distribution Center."
google-BQ-9,Google,2018-05-16,Google BigQuery Incident #18036,88,"Google BigQuery import, export and query jobs",availability; inconsistency,internal causes; internal causes,software bugs; software bugs,False,rollback; change configuration,https://status.cloud.google.com/incident/bigquery/18036,"On Wednesday 16 May 2018, Google BigQuery experienced failures of import, export and query jobs for a duration of 88 minutes over two time periods (55 minutes initially, and 33 minutes in the second, which was isolated to the EU)."
gcnet-18009,Google,2018-05-16,Google Cloud Networking Incident #18009,53,Google Cloud Network Load Balancers; Google Compute Engine; Google CLoud VPN,performance,internal causes,software bugs,False,rollback rollout,https://status.cloud.google.com/incident/cloud-networking/18009,"On Wednesday 16 May 2018, Google Cloud Networking experienced loss of connectivity to external IP addresses located in us-east4 for a duration of 58 minutes."
azure-20180517-1,Azure,2018-05-17,Japan East - Service Management Operations Issues with Virtual Machines,144,Manage Virtual Machines Services,availability,unknown,,False,took the faulty Azure Software Load balancer out of rotation; rerouted network traffic to mitigate the issue.,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.02.20-05.17.pdf,"Summary of impact: Between 23:06 UTC on 17 May 2018 and 01:30 UTC on 18 May 2018, a subset of customers using Virtual Machines in Japan East may have received failure notifications when performing service management operations - such as create, update, delete - for resources hosted in this region."
gcsm-18007,Google,2018-05-20,Google Stackdriver Incident #18007,265,Stackdriver logging service,performance; availability,external causes,excessive flow,False,configure workers,https://status.cloud.google.com/incident/google-stackdriver/18007,"On Sunday, 20 May 2018 for 4 hours and 25 minutes, approximately 6% of Stackdriver Logging logs experienced a median ingest latency of 90 minutes. To our Stackdriver Logging customers whose operations monitoring was impacted during this outage, we apologize. We have conducted an internal investigation and are taking steps to ensure this doesn’t happen again."
azure20180613-1,Azure,2018-06-13,RCA - Multiple Azure Services availability issues and Service Management issues for a subset of Classic Azure resources - South Central US,183,Virtual Machines; App Service; Visual Studio Team Services; Logic Apps; Azure Backup; Application Insights; Service Bus; Event Hub; Site Recovery; Azure Search; Media Services,availability; performance,external causes,excessive flow,False,automatic load balancing; rebalance the load,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.06.13-09.pdf,"Between 15:57 UTC and 19:00 UTC on 13 Jun 2018 a subset of customers in South Central US may have experienced difficulties connecting to resources hosted in this region. Engineers have determined that this was caused by an underlying Storage availability issue. Other services that leverage Storage in this region may also be experienced impact related to this. These services may include: Virtual Machines, App Service, Visual Studio Team Services, Logic Apps, Azure Backup, Application Insights, Se"
azure20180614-1,Azure,2018-06-14,Azure Bot Services - Mitigated,179,,availability,internal causes,software bugs,False,rollback recent deployment task,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.06.13-09.pdf,"Between 07:15 and 10:06 UTC on 14 Jun 2018, a subset of customers using Azure Bot Service may have experienced difficulties while trying to connect to bot resources."
azure20180620-1,Azure,2018-06-14,RCA - Azure Data Factory Services - Multiple Regions,155,,availability,internal causes,software bugs,False,rollback the faulty deployment; revert to the correct configuration,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.06.13-09.pdf,"Between 12:25 and 15:00 UTC on 20 Jun 2018, customers using Data Factory V1, Data Factory V2, Data Movement, SSIS Integration Runtime, and Data Movement & Dispatch may have experienced errors, including, but not limited to, pipeline execution errors, copy activity and store procedure activity errors, manual and scheduled SSIS activity failures, and data movement and dispatch failures. As a workaround, customers had to manually restart their self-hosted Integration Runtime environments."
azure20180619-1,Azure,2018-06-19,RCA - Service Availability Issue in North Europe,646,,availability; performance,external causes,hardware failures,False,clear and reset the control system; manual intervention,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.06.13-09.pdf,"Summary of impact: From 17:44 on 19 Jun 2018 to 04:30 UTC on 20 Jun 2018, customers using Azure services in North Europe may have experienced connection failures when attempting to access resources hosted in the region. Customers leveraging a subset of Azure services may have experienced residual impact for a sustained period post-mitigation of the underlying issue."
google-BQ-18037,Google,2018-06-22,Google BigQuery Incident #18037,66,Google BigQuery query,performance; availability,internal causes,software bugs,False,increase capacity; reconfigure; revert change,https://status.cloud.google.com/incident/bigquery/18037,"On Friday 22 June 2018, Google BigQuery experienced increased query failures for a duration of 1 hour 6 minutes."
azure20180625-1,Azure,2018-06-25,RCA - Multiple Services - South Central US,155,,availability; performance,external causes,insufficient resource,False,self heal; apply additional configuration change; remove load,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.06.13-09.pdf,"Between 19:40 and 20:52 UTC on 25 Jun 2018, a subset of customers in South Central US may have experienced difficulties connecting to resources and/or 500-level errors hosted in this region. Virtual Machines may have rebooted unexpectedly. Impacted services included: Storage, Virtual Machines, Key Vault, Site Recovery, Machine Learning, Cloud Shell, Logic Apps, Redis Cache, Visual Studio Team Services, Service Bus, ExpressRoute, Application Insights, Backup, Networking, API Management, App Servi"
azure20180627-1,Azure,2018-06-27,RCA - App Service - West Europe,1260,,performance,internal causes,software bugs,False,remove the inefficiency,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.06.13-09.pdf,"Between 16:00 UTC on 27 Jun 2018 and 13:00 UTC on 28 Jun 2018, a subset of customers using App Service in West Europe may have received HTTP 500-level response codes, timeouts or high latency when accessing App Service (Web, Mobile and API Apps) deployments hosted in this region."
google-gciam-18001,Google,2018-06-27,Identity and Access Management Incident #18001,51,Google Cloud Console; Google Cloud Resource Manager; BigQuery,availability,internal causes; internal causes,software bugs; software bugs,False,roll back configuration,https://status.cloud.google.com/incident/cloud-iam/18001,"On Wednesday 27 June 2018, Google Cloud Console and Google Cloud Resource Manager API experienced a significant performance degradation for a duration of 51 minutes. Although, this did not alect user resources running on the Google Cloud Platform, we understand that our customers rely heavily on Google Cloud Console to manage their resources and we sincerely apologize to everyone who was a!ected by the incident."
azure20180701-1,Azure,2018-07-01,RCA - IoT Hub - Connectivity Issues,1260,,performance,external causes,excessive flow,False,unknown,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.06.13-09.pdf,"Between 01:30 UTC on 01 Jul 2018 and 18:00 UTC on 02 Jul 2018, a subset of customers using Azure IoT Hub in West Europe, North Europe, East US, and West US may have experienced difficulties connecting to resources hosted in these regions."
azure20180711-1,Azure,2018-07-11,RCA - SQL Database - Intermittent Database Login Failures - South Central US,335,,availability; performance,external causes,hardware failures,False,load balance; reduce load,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.06.13-09.pdf,"Between 18:38 on 11 Jul 2018 and 01:13 UTC on 12 Jul 2018, a subset of customers using SQL Database in South Central US may have experienced intermittent issues accessing services. New connections to existing databases in this region may have resulted in an error or timeout, and existing connections may have been terminated. Engineers determined that the initial issue was mitigated at 20:54 UTC but login failure recurred again at 22:25 UTC. The overall impact to the region would have been less t"
azure-20180713-1,Azure,2018-07-13,RCA - Virtual Machines - UK South,1087,Virtual Machines; compute scale unit,availability,internal causes,software bugs,False,restart impacted workloads; take the scale unit out of rotation; adjust parameter,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.06.13-09.pdf,"Between 22:13 UTC on 12 July 2018 and 16:20 UTC on 13 July 2018, a subset of customers using Virtual Machines in UK South may have experienced difficulties connecting to some of their resources hosted in the region. Customers may have been unable to establish RDP or SSH session into their resources. This issue impacted customers with resources hosted on one of the compute scale units hosted in the region."
azure-20180716-1,Azure,2018-07-16,RCA - Networking - Service Availability,80,Microsoft Services,availability,internal causes,software bugs,False,isolate network,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.06.13-09.pdf,"Between 14:55 and 16:15 UTC on 16 July 2018, a subset of Azure customers in West US, West Central US, India South, India Central, and Australia East may have experienced difficulties connecting to Azure endpoints, which in-turn may have caused errors when accessing Microsoft Services in the impacted regions."
